date,time,address,type,neighborhood,npu,x,y
01/08/2015,11:15:00                      ,1995 LOIS PL NW,BURGLARY-RESIDENCE,Grove Park,J,-84.45338,33.78471
01/08/2015,11:30:00                      ,707 ANGIER AVE NE,LARCENY-NON VEHICLE,Old Fourth Ward,M,-84.36392,33.76699
01/08/2015,11:30:00                      ,1662 MCLENDON AVE NE,LARCENY-FROM VEHICLE,Candler Park,N,-84.33325,33.76501
01/08/2015,12:00:00                      ,2000 MONROE DR NE,AUTO THEFT,Piedmont Heights,F,-84.37482,33.80939
01/08/2015,12:00:00                      ,314 LUCKIE ST NW,LARCENY-FROM VEHICLE,Downtown,M,-84.39669,33.76296
01/08/2015,12:00:00                      ,687 CASCADE AVE SW,LARCENY-NON VEHICLE,Westview,T,-84.43647,33.73682
01/08/2015,12:01:00                      ,650 IRA ST SW,LARCENY-NON VEHICLE,Mechanicsville,V,-84.39971,33.73719
01/08/2015,12:30:00                      ,969 HOWELL PL SW,BURGLARY-RESIDENCE,West End,T,-84.41952,33.73917
01/08/2015,12:30:00                      ,565 GREENSFERRY AVE SW,ROBBERY-PEDESTRIAN,The Villages at Castleberry H,T,-84.40675,33.74651
01/08/2015,13:00:00                      ,2929 HAPEVILLE RD SW,AUTO THEFT,Glenrose Heights,Z,-84.39375,33.67487
01/08/2015,13:16:00                      ,835 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Vine City,L,-84.41457,33.75504
01/08/2015,14:00:00                      ,987 MARTIN ST SE,BURGLARY-RESIDENCE,Peoplestown,V,-84.38347,33.7275
01/08/2015,14:15:00                      ,2251 MARIETTA BLVD NW,AUTO THEFT,NULL,C,-84.44881,33.81831
01/08/2015,15:00:00                      ,49 CRUMLEY ST SE,BURGLARY-RESIDENCE,Summerhill,V,-84.38612,33.73929
01/08/2015,15:00:00                      ,400 FLAT SHOALS AVE SE @EAST ATLANTA BRANCH,LARCENY-NON VEHICLE,East Atlanta,W,-84.34807,33.74313
01/08/2015,15:30:00                      ,188 14TH ST NE,LARCENY-NON VEHICLE,Midtown,E,-84.38139,33.78663
01/08/2015,15:30:00                      ,850 OAK ST SW ,LARCENY-FROM VEHICLE,West End,T,-84.41671,33.74053
01/08/2015,15:40:00                      ,635 LINDBERGH DR NE,ROBBERY-PEDESTRIAN,Lindbergh/Morosgo,B,-84.36689,33.8213
01/08/2015,15:40:00                      ,2396 FAIRBURN RD SW,LARCENY-FROM VEHICLE,NULL,P,-84.51116,33.68956
01/08/2015,15:45:00                      ,3700 HILL ACRES RD SW,LARCENY-NON VEHICLE,Kings Forest,P,-84.50947,33.70009
01/08/2015,15:55:00                      ,1587 HOWELL MILL RD NW,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.41607,33.79873
01/08/2015,16:00:00                      ,670 BROOKLINE ST SW,LARCENY-NON VEHICLE,Adair Park,V,-84.40944,33.72691
01/08/2015,16:00:00                      ,809 HOLLYWOOD RD NW,ROBBERY-COMMERCIAL,Grove Park,J,-84.45022,33.77737
01/08/2015,16:20:00                      ,3393 PEACHTREE RD ,LARCENY-NON VEHICLE,Lenox,B,-84.36426,33.84892
01/08/2015,17:00:00                      ,441 16TH ST NW @IKEA,LARCENY-FROM VEHICLE,Atlantic Station,E,-84.40468,33.78874
01/08/2015,17:00:00                      ,2841 GREENBRIAR PKWY SW ,LARCENY-FROM VEHICLE,Greenbriar,R,-84.49773,33.68677
01/08/2015,17:15:00                      ,659 PEACHTREE ST NE @GEORGIAN TERRACE,LARCENY-FROM VEHICLE,Midtown,E,-84.38449,33.77258
01/08/2015,17:30:00                      ,2965 PHARR COURT SOUTH NW,LARCENY-FROM VEHICLE,Peachtree Heights West,B,-84.3853,33.83598
01/08/2015,17:30:00                      ,3440 PEACHTREE RD NE,LARCENY-NON VEHICLE,North Buckhead,B,-84.36235,33.85166
01/08/2015,17:30:00                      ,600 GREENSFERRY AVE SW,ROBBERY-RESIDENCE,The Villages at Castleberry H,T,-84.40755,33.74662
01/08/2015,17:30:00                      ,537 PARK AVE SE @GRANT PARK,LARCENY-FROM VEHICLE,Grant Park,W,-84.37167,33.74031
01/08/2015,17:42:00                      ,265 PEACHTREE ST NE @HYATT REGENCY HOTEL,LARCENY-NON VEHICLE,Downtown,M,-84.38672,33.76152
01/08/2015,17:50:00                      ,479 JOSEPH E BOONE BLVD NW,LARCENY-NON VEHICLE,English Avenue,L,-84.40349,33.7638
01/08/2015,18:00:00                      ,768 MURPHY AVE SW,LARCENY-NON VEHICLE,Adair Park,V,-84.41219,33.73401
01/08/2015,18:00:00                      ,3061 HIGHBURY TRL SW,LARCENY-FROM VEHICLE,Glenrose Heights,Z,-84.39198,33.67116
01/08/2015,19:00:00                      ,2 FAIRBURN RD SW,AUTO THEFT,Adamsville,H,-84.50535,33.75941
01/08/2015,19:00:00                      ,1917 PRYOR ,AUTO THEFT,Lakewood Heights,Y,-84.39915,33.70213
01/08/2015,19:30:00                      ,361 17TH ST NW,LARCENY-FROM VEHICLE,Atlantic Station,E,-84.3981,33.79161
01/08/2015,19:50:00                      ,148 WAVERLY WAY NE,AUTO THEFT,Inman Park,N,-84.35862,33.75793
01/08/2015,20:00:00                      ,952 EDGEWOOD AVE NE,AUTO THEFT,Inman Park,N,-84.35639,33.75665
01/08/2015,20:20:00                      ,765 MCDANIEL ST SW,BURGLARY-RESIDENCE,Pittsburgh,V,-84.40177,33.73396
01/08/2015,20:30:00                      ,128 E ANDREWS DR NW,LARCENY-FROM VEHICLE,South Tuxedo Park,B,-84.38311,33.84251
01/08/2015,20:30:00                      ,202 ANDERSON AVE NW,ROBBERY-PEDESTRIAN,Dixie Hills,J,-84.45071,33.76025
01/08/2015,20:50:00                      ,235 PEACHTREE STREET,LARCENY-NON VEHICLE,Downtown,M,-84.38702,33.76044
01/08/2015,21:00:00                      ,3755 CARMIA DR SW,AUTO THEFT,Princeton Lakes,P,-84.51004,33.6569
01/08/2015,21:00:00                      ,899 SMITH ST SW,LARCENY-NON VEHICLE,Pittsburgh,V,-84.40101,33.7304
01/08/2015,21:00:00                      ,1959 METROPOLITAN PKWY SW,LARCENY-FROM VEHICLE,Sylvan Hills,X,-84.41018,33.7008
01/08/2015,21:20:00                      ,2334 HERRING RD SW,AGG ASSAULT,Cascade Avenue/Road,S,-84.46251,33.7258
01/08/2015,21:30:00                      ,141 RANDOLPH ST NE,BURGLARY-RESIDENCE,Old Fourth Ward,M,-84.36772,33.75814
01/08/2015,21:30:00                      ,1064 ALTA AVE NE,ROBBERY-PEDESTRIAN,Inman Park,N,-84.35241,33.76099
01/08/2015,22:05:00                      ,440 ELM ST NW,AGG ASSAULT,English Avenue,L,-84.40915,33.76665
01/08/2015,22:09:00                      ,1217 METROPOLITAN PKWY SW,LARCENY-NON VEHICLE,Adair Park,V,-84.40839,33.72174
01/08/2015,22:15:00                      ,221 CLEVELAND AVE SW,LARCENY-NON VEHICLE,Browns Mill Park,Z,-84.39669,33.68143
01/08/2015,22:30:00                      ,154 FULTON WAY SE,LARCENY-FROM VEHICLE,Summerhill,V,-84.38266,33.74168
01/08/2015,22:30:00                      ,1245 GLENWOOD AVE SE,AUTO THEFT,East Atlanta,W,-84.3466,33.74006
01/08/2015,23:00:00                      ,1959 HOWELL MILL RD NW,LARCENY-FROM VEHICLE,Channing Valley,C,-84.41286,33.80944
01/08/2015,23:00:00                      ,425 RICHARDS ST NW,LARCENY-FROM VEHICLE,Home Park,E,-84.40106,33.7838
01/08/2015,23:00:00                      ,1544 PIEDMONT AVE NE ,LARCENY-FROM VEHICLE,Piedmont Heights,F,-84.37101,33.79789
01/08/2015,23:00:00                      ,960 NEAL ST NW,AGG ASSAULT,Bankhead,K,-84.4189,33.76621
01/08/2015,23:25:00                      ,2444 LAKEWOOD,ROBBERY-PEDESTRIAN,Polar Rock,Z,-84.39883,33.69704
01/08/2015,23:40:00                      ,710 BERKELEY AVE NW,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.41135,33.79729
01/09/2015,00:00:00                      ,922 ROSEDALE RD NE,BURGLARY-RESIDENCE,Virginia Highland,F,-84.34849,33.77935
01/09/2015,00:00:00                      ,1438 MOZLEY PL SW,LARCENY-FROM VEHICLE,Mozley Park,K,-84.43449,33.7509
01/09/2015,00:00:00                      ,748 DONALD LEE HOLLOWELL PKWY NW,LARCENY-FROM VEHICLE,English Avenue,L,-84.41168,33.7728
01/09/2015,00:00:00                      ,2008 TUXEDO AVE NE,LARCENY-FROM VEHICLE,Lake Claire,N,-84.32173,33.76628
01/09/2015,00:01:00                      ,2519 CHANTILLY DRIVE,BURGLARY-NONRES,Lindridge/Martin Manor,F,-84.35057,33.82369
01/09/2015,00:01:00                      ,751 FAIRBURN RD SW,LARCENY-FROM VEHICLE,Fairburn Mays,H,-84.51059,33.73454
01/09/2015,00:30:00                      ,166 ANDERSON AVE NW,AGG ASSAULT,Dixie Hills,J,-84.45105,33.75876
01/09/2015,00:30:00                      ,3012 JONESBORO RD SE,LARCENY-NON VEHICLE,South River Gardens,Z,-84.37156,33.67225
01/09/2015,01:15:00                      ,50 MOUNT ZION RD SW @BRANDYWINE TOWNHOUS,AGG ASSAULT,Glenrose Heights,Z,-84.38997,33.6694
01/09/2015,01:20:00                      ,1829 CAMPBELLTON RD SW @QUALITY LIVING SERV,ROBBERY-PEDESTRIAN,Venetian Hills,S,-84.44765,33.71075
01/09/2015,02:00:00                      ,23 LARKIN PL SW,LARCENY-FROM VEHICLE,Castleberry Hill,M,-84.40426,33.74728
01/09/2015,02:00:00                      ,2015 ROBSON PL NE,LARCENY-FROM VEHICLE,Kirkwood,O,-84.32158,33.75604
01/09/2015,02:55:00                      ,1981 FLAT SHOALS RD SE,ROBBERY-PEDESTRIAN,East Atlanta,W,-84.32324,33.72602
01/09/2015,04:00:00                      ,1155 JOSEPH E BOONE BLVD NW,BURGLARY-RESIDENCE,Bankhead,K,-84.42514,33.76443
01/09/2015,05:00:00                      ,490 LINDBERGH PL NE,BURGLARY-RESIDENCE,Lindbergh/Morosgo,B,-84.37136,33.81947
01/09/2015,05:40:00                      ,290 MARGARET ST SE,LARCENY-FROM VEHICLE,Lakewood Heights,Y,-84.37897,33.71257
01/09/2015,06:30:00                      ,64 14TH ST NE,LARCENY-FROM VEHICLE,Midtown,E,-84.38903,33.78658
01/09/2015,07:00:00                      ,160 CLEMENT WAY SW,LARCENY-NON VEHICLE,Bakers Ferry,H,-84.53073,33.75285
01/09/2015,07:30:00                      ,490 LINDBERGH PL NE,BURGLARY-RESIDENCE,Lindbergh/Morosgo,B,-84.37136,33.81947
01/09/2015,08:00:00                      ,745 ORR ST NW,LARCENY-NON VEHICLE,Vine City,L,-84.41187,33.76263
01/09/2015,08:00:00                      ,1409 EPWORTH ST SW,LARCENY-FROM VEHICLE,Venetian Hills,S,-84.43111,33.7166
01/09/2015,08:00:00                      ,1695 LANGSTON AVE SW,BURGLARY-RESIDENCE,Sylvan Hills,X,-84.42269,33.7085
01/09/2015,08:50:00                      ,3715 NORTHSIDE PKWY NW,AUTO THEFT,Mt. Paran/Northside,A,-84.43152,33.85557
01/09/2015,08:52:00                      ,2111 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,Adams Park,R,-84.45795,33.70653
01/09/2015,09:00:00                      ,1735 PEACHTREE ST NE,LARCENY-FROM VEHICLE,Brookwood Hills,E,-84.39265,33.80163
01/09/2015,09:00:00                      ,3885 PRINCETON LAKES WAY SW,LARCENY-NON VEHICLE,Princeton Lakes,P,-84.51339,33.66093
01/09/2015,10:00:00                      ,2550 DEFOORS FERRY RD NW,BURGLARY-RESIDENCE,Fernleaf,C,-84.44043,33.82201
01/09/2015,10:00:00                      ,792 MAGNOLIA WAY NW,BURGLARY-RESIDENCE,Vine City,L,-84.41389,33.75805
01/09/2015,10:00:00                      ,3755 CARMIA DR SW,LARCENY-FROM VEHICLE,Princeton Lakes,P,-84.50908,33.65571
01/09/2015,10:24:00                      ,1054 STONEWALL DR SE,BURGLARY-RESIDENCE,Leila Valley,Z,-84.35702,33.69157
01/09/2015,10:50:00                      ,98 ANDERSON AVE NW @APS KIPP COLLEGIATE,LARCENY-FROM VEHICLE,Dixie Hills,J,-84.45114,33.75633
01/09/2015,11:00:00                      ,631 HARWELL RD,LARCENY-FROM VEHICLE,Collier Heights,I,-84.49395,33.77247
01/09/2015,11:15:00                      ,300 N HIGHLAND AVE NE,LARCENY-FROM VEHICLE,Inman Park,N,-84.35859,33.76284
01/09/2015,12:00:00                      ,3655 ROSWELL RD NE,LARCENY-FROM VEHICLE,North Buckhead,B,-84.38135,33.85547
01/09/2015,12:00:00                      ,1500 NORTHSIDE DR NW,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.40886,33.79588
01/09/2015,12:00:00                      ,450 FORREST RIDGE DR NW,LARCENY-NON VEHICLE,Collier Heights,I,-84.47849,33.76756
01/09/2015,12:00:00                      ,2805 MACON DR SE,BURGLARY-RESIDENCE,Glenrose Heights,Z,-84.38999,33.67819
01/09/2015,12:13:00                      ,426 UTOY CIRCLE,AGG ASSAULT,Ridgecrest Forest,H,-84.52695,33.74273
01/09/2015,12:25:00                      ,959 PALMETTO AVE SW,BURGLARY-RESIDENCE,Ashview Heights,T,-84.41901,33.75196
01/09/2015,12:30:00                      ,3435 KINGSBORO RD NE,BURGLARY-NONRES,Buckhead Heights,B,-84.35853,33.84934
01/09/2015,12:30:00                      ,1770 PEACHTREE ST NW,LARCENY-FROM VEHICLE,Brookwood,E,-84.39322,33.80231
01/09/2015,12:45:00                      ,898 OAK ST SW,BURGLARY-RESIDENCE,West End,T,-84.41738,33.74057
01/09/2015,13:00:00                      ,2685 METROPOLITAN PKWY SW,LARCENY-NON VEHICLE,Perkerson,X,-84.40785,33.68199
01/09/2015,13:38:00                      ,3393 PEACHTREE RD NE,LARCENY-NON VEHICLE,Lenox,B,-84.36212,33.84676
01/09/2015,13:46:00                      ,102 OLLIE ST NW,AUTO THEFT,Washington Park,K,-84.4214,33.75735
01/09/2015,14:13:00                      ,835 MARTIN LUTHER KING JR DR NW,LARCENY-NON VEHICLE,Vine City,L,-84.41457,33.75504
01/09/2015,15:00:00                      ,2115 PIEDMONT RD NE @SQUIRE INN MOTEL NE,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.36578,33.81235
01/09/2015,15:00:00                      ,2716 MARTIN L KING JR DR SW,AUTO THEFT,Harland Terrace,I,-84.47612,33.75395
01/09/2015,16:30:00                      ,870 INMAN VILLAGE PKWY NE,LARCENY-FROM VEHICLE,Inman Park,N,-84.36,33.76121
01/09/2015,16:45:00                      ,1275 CAROLINE ST NE @TARGET - CAROLINE,LARCENY-NON VEHICLE,Edgewood,O,-84.34619,33.75674
01/09/2015,17:00:00                      ,2025 PEACHTREE RD NE,AUTO THEFT,NULL,E,-84.39144,33.80965
01/09/2015,17:00:00                      ,48 BROAD ST SW,LARCENY-NON VEHICLE,Downtown,M,-84.39232,33.75283
01/09/2015,17:00:00                      ,299 N HIGHLAND AVE NE,LARCENY-NON VEHICLE,Inman Park,N,-84.35835,33.76267
01/09/2015,17:00:00                      ,879 EDEN AVE SE,LARCENY-NON VEHICLE,Ormewood Park,W,-84.35915,33.72998
01/09/2015,17:30:00                      ,1496 LANIER PL NE,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.35496,33.79542
01/09/2015,17:39:00                      ,193 HENDRIX AVE SW,ROBBERY-PEDESTRIAN,Mechanicsville,V,-84.39499,33.73261
01/09/2015,18:00:00                      ,2465 WARREN RD,LARCENY-FROM VEHICLE,Ridgewood Heights,C,-84.44514,33.82291
01/09/2015,18:00:00                      ,3599 MARTIN L KING JR DR NW,AUTO THEFT,Adamsville,H,-84.50433,33.75933
01/09/2015,18:09:00                      ,2178 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,Campbellton Road,R,-84.45947,33.70514
01/09/2015,18:53:00                      ,1250 DONNELLY AVE SW,BURGLARY-RESIDENCE,West End,T,-84.42856,33.73393
01/09/2015,19:24:00                      ,335 EDGEWOOD AVE SE,AGG ASSAULT,Sweet Auburn,M,-84.37682,33.75428
01/09/2015,19:30:00                      ,3393 PEACHTREE RD NE @Multiple,LARCENY-NON VEHICLE,Lenox,B,-84.36212,33.84676
01/09/2015,20:00:00                      ,869 CAPITOL VIEW AVE NW,LARCENY-FROM VEHICLE,Center Hill,J,-84.46679,33.77886
01/09/2015,20:00:00                      ,748 PEGG RD SW,AUTO THEFT,Perkerson,X,-84.41306,33.68905
01/09/2015,20:16:00                      ,855 PEACHTREE ST NE,LARCENY-NON VEHICLE,Midtown,E,-84.38424,33.778
01/09/2015,20:40:00                      ,1981 JOSEPH E BOONE BLVD NW,AGG ASSAULT,Grove Park,J,-84.45174,33.76486
01/09/2015,21:00:00                      ,2149 OAKVIEW RD SE,LARCENY-FROM VEHICLE,Kirkwood,O,-84.31735,33.74915
01/09/2015,21:15:00                      ,115 BISCAYNE DR NW,LARCENY-FROM VEHICLE,NULL,C,-84.39386,33.81547
01/09/2015,21:25:00                      ,249 LAWTON ST SW,BURGLARY-RESIDENCE,Ashview Heights,T,-84.42348,33.74824
01/09/2015,21:45:00                      ,811 MAGNOLIA WAY NW,HOMICIDE,Vine City,L,-84.41413,33.75823
01/09/2015,21:47:00                      ,835 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Vine City,L,-84.41457,33.75504
01/09/2015,22:05:00                      ,1465 CHATTAHOOCHEE AVE NW,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.43494,33.80787
01/09/2015,22:10:00                      ,163 HAYGOOD AVE SE,ROBBERY-PEDESTRIAN,Peoplestown,V,-84.3827,33.72622
01/09/2015,22:15:00                      ,886 BOULDERCREST DR SE,LARCENY-NON VEHICLE,East Atlanta,W,-84.33561,33.73035
01/09/2015,22:29:00                      ,1331 CAMPBELLTON RD SW,AGG ASSAULT,Venetian Hills,S,-84.43185,33.71561
01/09/2015,22:30:00                      ,445 CLEVELAND AVE SE,LARCENY-FROM VEHICLE,Rosedale Heights,Z,-84.37152,33.68149
01/09/2015,23:00:00                      ,802 SHERWOOD RD NE,AUTO THEFT,Morningside/Lenox Park,F,-84.36082,33.79754
01/09/2015,23:00:00                      ,624 WESTERN AVE NW,LARCENY-FROM VEHICLE,English Avenue,L,-84.40753,33.76485
01/09/2015,23:08:00                      ,1801 HOWELL MILL RD NW,LARCENY-NON VEHICLE,Berkeley Park,D,-84.41278,33.80388
01/09/2015,23:30:00                      ,3724 MARTIN L KING JR DR SW,LARCENY-FROM VEHICLE,Adamsville,H,-84.51027,33.76461
01/09/2015,NULL,2640 MARTIN L KING JR DR SW,LARCENY-NON VEHICLE,Harland Terrace,I,-84.47425,33.75381
01/10/2015,00:00:00                      ,511 E PACES FERRY RD NE,LARCENY-NON VEHICLE,Buckhead Village,B,-84.37139,33.83816
01/10/2015,00:00:00                      ,2591 PIEDMONT RD NE,LARCENY-NON VEHICLE,Lindbergh/Morosgo,B,-84.36706,33.82543
01/10/2015,00:00:00                      ,800 DIXIE AVE NE,AUTO THEFT,Inman Park,N,-84.36115,33.75682
01/10/2015,00:00:00                      ,484 N HIGHLAND AVE NE,AUTO THEFT,Inman Park,N,-84.35292,33.76721
01/10/2015,00:00:00                      ,2370 VERBENA ST NW,LARCENY-NON VEHICLE,Dixie Hills,J,-84.46435,33.75515
01/10/2015,00:01:00                      ,2799 PIEDMONT RD NE,AUTO THEFT,Peachtree Park,B,-84.36763,33.83047
01/10/2015,00:01:00                      ,1925 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,E,-84.39345,33.80733
01/10/2015,00:01:00                      ,249 HERMER CIR NW,LARCENY-NON VEHICLE,NULL,I,-84.48707,33.75705
01/10/2015,00:01:00                      ,190 MARIETTA ST NE,LARCENY-NON VEHICLE,Downtown,M,-84.39451,33.75908
01/10/2015,00:01:00                      ,1940 FISHER RD SE,AUTO THEFT,Custer/McDonough/Guice,W,-84.35849,33.70979
01/10/2015,00:15:00                      ,608 14TH ST,ROBBERY-COMMERCIAL,Home Park,E,-84.40707,33.78578
01/10/2015,00:20:00                      ,109 DAHLIA AVE NW,AGG ASSAULT,Dixie Hills,J,-84.46195,33.756
01/10/2015,00:28:00                      ,1521 PEACHTREE ST NE,ROBBERY-COMMERCIAL,Midtown,E,-84.38745,33.79607
01/10/2015,00:30:00                      ,600 GREENSFERRY AVE SW,AUTO THEFT,The Villages at Castleberry H,T,-84.40755,33.74662
01/10/2015,00:36:00                      ,1040 HUFF RD NW,ROBBERY-PEDESTRIAN,Blandtown,D,-84.42207,33.78868
01/10/2015,00:45:00                      ,2416 MEADOW PARK DR SW,ROBBERY-PEDESTRIAN,Browns Mill Park,Z,-84.39173,33.68865
01/10/2015,02:05:00                      ,1011 FAIR ST SW,AGG ASSAULT,Ashview Heights,T,-84.42091,33.74928
01/10/2015,02:06:00                      ,905 JUNIPER ST NE ,LARCENY-FROM VEHICLE,Midtown,E,-84.38221,33.77923
01/10/2015,02:15:00                      ,1240 OAKLAND DR SW,AGG ASSAULT,Oakland City,S,-84.42733,33.72138
01/10/2015,02:30:00                      ,2000 MONROE PL NE,LARCENY-FROM VEHICLE,Piedmont Heights,F,-84.37025,33.8103
01/10/2015,04:50:00                      ,3348 PEACHTREE RD NE,HOMICIDE,North Buckhead,B,-84.36959,33.84791
01/10/2015,05:00:00                      ,3755 CARMIA DR SW,LARCENY-NON VEHICLE,Princeton Lakes,P,-84.51004,33.6569
01/10/2015,06:20:00                      ,2500 CENTER ST NW @ETHERIDGE COURT APT,BURGLARY-NONRES,Carey Park,G,-84.4723,33.79088
01/10/2015,06:45:00                      ,965 CUNNINGHAM PL SW,BURGLARY-RESIDENCE,Harris Chiles,T,-84.41968,33.74333
01/10/2015,07:09:00                      ,128 AMHERST PL NW,BURGLARY-RESIDENCE,Cross Creek,C,-84.42777,33.8192
01/10/2015,07:45:00                      ,212 W SIMON TER NW,AGG ASSAULT,Collier Heights,I,-84.47594,33.76073
01/10/2015,08:00:00                      ,462 WHITEHALL TER SW,BURGLARY-RESIDENCE,Mechanicsville,V,-84.40185,33.74235
01/10/2015,08:20:00                      ,3612 CLOUDLAND DR NW,BURGLARY-RESIDENCE,Pleasant Hill,A,-84.43546,33.85345
01/10/2015,08:30:00                      ,239 W. LAKE AVE NW,RAPE,West Lake,J,-84.44203,33.76077
01/10/2015,09:00:00                      ,450 CAPITOL AVE SE @ENTERPRISE CAR RENTAL,AUTO THEFT,Summerhill,V,-84.38686,33.74229
01/10/2015,10:00:00                      ,3393 PEACHTREE RD NE @LENOX SQUARE,AUTO THEFT,Lenox,B,-84.36212,33.84676
01/10/2015,10:00:00                      ,207 PEACHTREE CENTER AVE NE,LARCENY-FROM VEHICLE,Downtown,M,-84.38554,33.7602
01/10/2015,10:00:00                      ,765 MCDANIEL ST SW,BURGLARY-RESIDENCE,Pittsburgh,V,-84.40177,33.73396
01/10/2015,10:20:00                      ,3755 CARMIA DR,LARCENY-NON VEHICLE,Princeton Lakes,P,-84.50908,33.65571
01/10/2015,11:00:00                      ,1069 MARTIN LUTHER KING ,LARCENY-FROM VEHICLE,Washington Park,K,-84.42289,33.75496
01/10/2015,11:30:00                      ,3050 MARTIN L KING JR DR SW,LARCENY-NON VEHICLE,Harland Terrace,I,-84.4857,33.75177
